REMARK 265 
REMARK 265 EXPERIMENT TYPE : X-RAY SOLUTION SCATTERING
REMARK 265 DATA ACQUISITION
REMARK 265              RADIATION SOURCE : BENDING MAGNET 
REMARK 265             SYNCHROTRON (Y/N) : Y 
REMARK 265                      BEAMLINE : B21 DIAMOND LIGHT SOURCE 
REMARK 265
REMARK 265       DATA REDUCTION SOFTWARE : SCATTER (v3.0a)
REMARK 265               SOFTWARE AUTHOR : RP RAMBO
REMARK 265        DATA ANALYSIS SOFTWARE : SCATTER (v3.0a)
REMARK 265               SOFTWARE AUTHOR : RP RAMBO
REMARK 265
REMARK 265 EXPERIMENTAL INFO
REMARK 265  INFORMATION CAN BE ADDED BY DUPLICATING THE NOTE LINE BELOW
REMARK 265
REMARK 265  NOTE :  
REMARK 265
REMARK 265 EXPERIMENTAL DETAILS
REMARK 265 BUFFER COMPOSITION 
REMARK 265          TEMPERATURE (KELVIN) : 298
REMARK 265                            PH : X.X
REMARK 265                 SAMPLE BUFFER : XXX mM HEPES
REMARK 265                 SAMPLE BUFFER : XXX mM KCl
REMARK 265                 SAMPLE BUFFER : X mM TCEP
REMARK 265                 SAMPLE BUFFER : X mM KNitrate
REMARK 265
REMARK 265    COLUMNS : q, I(q), error
REMARK 265          q : defined in inverse Angstroms
4.0149828E-03	1.57287E-02	5.22134E-04 
4.2898539E-03	1.56046E-02	4.30325E-04 
4.5647249E-03	1.52086E-02	3.56803E-04 
4.8395963E-03	1.53362E-02	3.04072E-04 
5.1144673E-03	1.51141E-02	2.64814E-04 
5.3893384E-03	1.52643E-02	2.34679E-04 
5.6642098E-03	1.57706E-02	2.09623E-04 
5.9390808E-03	1.51910E-02	1.85904E-04 
6.2139519E-03	1.53731E-02	1.68896E-04 
6.4888233E-03	1.53796E-02	1.57907E-04 
6.7636943E-03	1.51137E-02	1.46461E-04 
7.0385658E-03	1.50406E-02	1.36811E-04 
7.3134368E-03	1.48884E-02	1.29096E-04 
7.5883078E-03	1.48891E-02	1.21919E-04 
7.8631788E-03	1.50030E-02	1.16809E-04 
8.1380503E-03	1.46846E-02	1.10469E-04 
8.4129218E-03	1.46204E-02	1.06120E-04 
8.6877923E-03	1.47836E-02	1.02023E-04 
8.9626638E-03	1.47349E-02	9.84630E-05 
9.2375353E-03	1.48016E-02	9.57560E-05 
9.5124058E-03	1.47558E-02	9.24664E-05 
9.7872773E-03	1.46161E-02	9.00901E-05 
1.0062149E-02	1.47355E-02	8.76867E-05 
1.0337019E-02	1.47681E-02	8.54808E-05 
1.0611891E-02	1.46131E-02	8.32449E-05 
1.0886762E-02	1.44156E-02	8.12971E-05 
1.1161633E-02	1.45766E-02	8.02526E-05 
1.1436504E-02	1.46345E-02	7.87446E-05 
1.1711376E-02	1.45965E-02	7.74895E-05 
1.1986246E-02	1.45083E-02	7.62794E-05 
1.2261118E-02	1.44847E-02	7.51639E-05 
1.2535989E-02	1.44165E-02	7.40021E-05 
1.281086E-02	1.44075E-02	7.28384E-05 
1.3085731E-02	1.43647E-02	7.20182E-05 
