REMARK 265 
REMARK 265 EXPERIMENT TYPE : X-RAY SOLUTION SCATTERING
REMARK 265 DATA ACQUISITION
REMARK 265              RADIATION SOURCE : BENDING MAGNET 
REMARK 265             SYNCHROTRON (Y/N) : Y 
REMARK 265                      BEAMLINE : B21 DIAMOND LIGHT SOURCE 
REMARK 265
REMARK 265       DATA REDUCTION SOFTWARE : SCATTER (v3.0a)
REMARK 265               SOFTWARE AUTHOR : RP RAMBO
REMARK 265        DATA ANALYSIS SOFTWARE : SCATTER (v3.0a)
REMARK 265               SOFTWARE AUTHOR : RP RAMBO
REMARK 265
REMARK 265 EXPERIMENTAL INFO
REMARK 265  INFORMATION CAN BE ADDED BY DUPLICATING THE NOTE LINE BELOW
REMARK 265
REMARK 265  NOTE :  
REMARK 265
REMARK 265 EXPERIMENTAL DETAILS
REMARK 265 BUFFER COMPOSITION 
REMARK 265          TEMPERATURE (KELVIN) : 298
REMARK 265                            PH : X.X
REMARK 265                 SAMPLE BUFFER : XXX mM HEPES
REMARK 265                 SAMPLE BUFFER : XXX mM KCl
REMARK 265                 SAMPLE BUFFER : X mM TCEP
REMARK 265                 SAMPLE BUFFER : X mM KNitrate
REMARK 265
REMARK 265    COLUMNS : q, I(q), error
REMARK 265          q : defined in inverse Angstroms
4.0149828E-03	5.77852E-02	6.91477E-04 
4.2898539E-03	5.75756E-02	5.81938E-04 
4.5647249E-03	5.69842E-02	4.94444E-04 
4.8395963E-03	5.66012E-02	4.31002E-04 
5.1144673E-03	5.63146E-02	3.86008E-04 
5.3893384E-03	5.51041E-02	3.48514E-04 
5.6642098E-03	5.43583E-02	3.17252E-04 
5.9390808E-03	5.42160E-02	2.90900E-04 
6.2139519E-03	5.38183E-02	2.69005E-04 
6.4888233E-03	5.35844E-02	2.55447E-04 
6.7636943E-03	5.34716E-02	2.42348E-04 
7.0385658E-03	5.32772E-02	2.30574E-04 
7.3134368E-03	5.31951E-02	2.21601E-04 
7.5883078E-03	5.29301E-02	2.11887E-04 
7.8631788E-03	5.28929E-02	2.05008E-04 
8.1380503E-03	5.29303E-02	1.97899E-04 
8.4129218E-03	5.27461E-02	1.92124E-04 
8.6877923E-03	5.22585E-02	1.85288E-04 
8.9626638E-03	5.22300E-02	1.80935E-04 
9.2375353E-03	5.26267E-02	1.77849E-04 
9.5124058E-03	5.26214E-02	1.73023E-04 
9.7872773E-03	5.23341E-02	1.69807E-04 
1.0062149E-02	5.24287E-02	1.65969E-04 
1.0337019E-02	5.19861E-02	1.62095E-04 
1.0611891E-02	5.17639E-02	1.58975E-04 
1.0886762E-02	5.19489E-02	1.56665E-04 
1.1161633E-02	5.16831E-02	1.54265E-04 
1.1436504E-02	5.17091E-02	1.51832E-04 
1.1711376E-02	5.18616E-02	1.50248E-04 
1.1986246E-02	5.16035E-02	1.48074E-04 
1.2261118E-02	5.13308E-02	1.45804E-04 
1.2535989E-02	5.15920E-02	1.44527E-04 
1.281086E-02	5.13848E-02	1.42338E-04 
1.3085731E-02	5.11218E-02	1.40936E-04 
1.3360603E-02	5.09655E-02	1.38521E-04 
1.3635473E-02	5.07570E-02	1.36708E-04 
1.3910345E-02	5.07047E-02	1.35505E-04 
1.4185216E-02	5.04461E-02	1.33767E-04 
1.4460087E-02	5.05793E-02	1.32773E-04 
1.4734958E-02	5.04545E-02	1.31248E-04 
1.500983E-02	5.01972E-02	1.29712E-04 
1.528470E-02	5.01490E-02	1.28505E-04 
1.5559572E-02	4.98879E-02	1.27145E-04 
